creation_time,magnitude_type,author,station_count,event_id,event_creation_time,mag_uncertainty,mag,modification_time,mag_diff
2022-09-27 00:02:27.381296,MLv,scmag@sc3prim,3,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1527,5.7106,2022-09-27T00:02:27.488646,0.4786
2022-09-27 00:02:27.381372,Mjma,scmag@sc3prim,3,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1108,5.0922,2022-09-27T00:02:27.488646,0.1398
2022-09-27 00:02:27.381882,mB,scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3102,6.2396,2022-09-27T00:02:27.488646,1.0076
2022-09-27 00:02:27.382005,Mw(mB),scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.4,5.9315,2022-09-27T00:02:27.488646,0.6995
2022-09-27 00:02:27.382094,mb,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3435,5.2796,2022-09-27T00:02:27.488646,0.0476
2022-09-27 00:02:27.381207,ML,scmag@sc3prim,3,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2821,6.0555,2022-09-27T00:02:27.488646,0.8235
2022-09-27 00:02:27.381296,MLv,scmag@sc3prim,3,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1527,5.7106,2022-09-27T00:02:27.488646,0.4786
2022-09-27 00:02:27.381372,Mjma,scmag@sc3prim,3,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1108,5.0922,2022-09-27T00:02:27.488646,0.1398
2022-09-27 00:02:27.381882,mB,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3072,6.1671,2022-09-27T00:02:27.488646,0.9351
2022-09-27 00:02:27.382005,Mw(mB),scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.4,5.8373,2022-09-27T00:02:27.488646,0.6053
2022-09-27 00:02:27.382094,mb,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3435,5.2796,2022-09-27T00:02:27.488646,0.0476
2022-09-27 00:02:27.381207,ML,scmag@sc3prim,3,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2821,6.0555,2022-09-27T00:02:27.488646,0.8235
2022-09-27 00:02:27.381296,MLv,scmag@sc3prim,4,igepn2022sxmj,2022-09-27T00:01:22.225247,0.129,5.6806,2022-09-27T00:02:27.488646,0.4486
2022-09-27 00:02:27.381372,Mjma,scmag@sc3prim,4,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1094,5.0438,2022-09-27T00:02:27.488646,0.1882
2022-09-27 00:02:27.381882,mB,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3072,6.1671,2022-09-27T00:02:27.488646,0.9351
2022-09-27 00:02:27.382005,Mw(mB),scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.4,5.8373,2022-09-27T00:02:27.488646,0.6053
2022-09-27 00:02:27.382094,mb,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3435,5.2796,2022-09-27T00:02:27.488646,0.0476
2022-09-27 00:02:27.381207,ML,scmag@sc3prim,4,igepn2022sxmj,2022-09-27T00:01:22.225247,0.203,6.0721,2022-09-27T00:02:27.488646,0.8401
2022-09-27 00:02:27.381296,MLv,scmag@sc3prim,4,igepn2022sxmj,2022-09-27T00:01:22.225247,0.129,5.6806,2022-09-27T00:02:27.488646,0.4486
2022-09-27 00:02:27.381372,Mjma,scmag@sc3prim,4,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1094,5.0438,2022-09-27T00:02:27.488646,0.1882
2022-09-27 00:02:27.381882,mB,scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3039,6.1016,2022-09-27T00:02:27.488646,0.8696
2022-09-27 00:02:27.382005,Mw(mB),scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.4,5.752,2022-09-27T00:02:27.488646,0.52
2022-09-27 00:02:27.382094,mb,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3435,5.2796,2022-09-27T00:02:27.488646,0.0476
2022-09-27 00:02:27.381207,ML,scmag@sc3prim,4,igepn2022sxmj,2022-09-27T00:01:22.225247,0.203,6.0721,2022-09-27T00:02:27.488646,0.8401
2022-09-27 00:02:27.381296,MLv,scmag@sc3prim,4,igepn2022sxmj,2022-09-27T00:01:22.225247,0.129,5.6806,2022-09-27T00:02:27.488646,0.4486
2022-09-27 00:02:27.381372,Mjma,scmag@sc3prim,4,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1094,5.0438,2022-09-27T00:02:27.488646,0.1882
2022-09-27 00:02:27.381882,mB,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3817,5.9958,2022-09-27T00:02:27.488646,0.7638
2022-09-27 00:02:27.382005,Mw(mB),scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.4,5.6146,2022-09-27T00:02:27.488646,0.3826
2022-09-27 00:02:27.382094,mb,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3435,5.2796,2022-09-27T00:02:27.488646,0.0476
2022-09-27 00:02:27.381207,ML,scmag@sc3prim,4,igepn2022sxmj,2022-09-27T00:01:22.225247,0.203,6.0721,2022-09-27T00:02:27.488646,0.8401
2022-09-27 00:02:27.381296,MLv,scmag@sc3prim,5,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1957,5.6093,2022-09-27T00:02:27.488646,0.3773
2022-09-27 00:02:27.381372,Mjma,scmag@sc3prim,5,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1706,4.9796,2022-09-27T00:02:27.488646,0.2524
2022-09-27 00:02:27.381882,mB,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3817,5.9958,2022-09-27T00:02:27.488646,0.7638
2022-09-27 00:02:27.382005,Mw(mB),scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.4,5.6146,2022-09-27T00:02:27.488646,0.3826
2022-09-27 00:02:27.382094,mb,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3435,5.2796,2022-09-27T00:02:27.488646,0.0476
2022-09-27 00:02:27.381207,ML,scmag@sc3prim,5,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2813,5.9615,2022-09-27T00:02:27.488646,0.7295
2022-09-27 00:02:27.381296,MLv,scmag@sc3prim,5,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1957,5.6093,2022-09-27T00:02:27.488646,0.3773
2022-09-27 00:02:27.381372,Mjma,scmag@sc3prim,5,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1706,4.9796,2022-09-27T00:02:27.488646,0.2524
2022-09-27 00:02:27.381882,mB,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3817,5.9958,2022-09-27T00:02:27.488646,0.7638
2022-09-27 00:02:27.382005,Mw(mB),scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.4,5.6146,2022-09-27T00:02:27.488646,0.3826
2022-09-27 00:02:27.382094,mb,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3435,5.2796,2022-09-27T00:02:27.488646,0.0476
2022-09-27 00:02:27.381207,ML,scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2324,5.9275,2022-09-27T00:02:27.488646,0.6955
2022-09-27 00:02:27.381296,MLv,scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1919,5.5587,2022-09-27T00:02:27.488646,0.3267
2022-09-27 00:02:27.381372,Mjma,scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1663,4.9337,2022-09-27T00:02:27.488646,0.2983
2022-09-27 00:02:27.381882,mB,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3817,5.9958,2022-09-27T00:02:27.488646,0.7638
2022-09-27 00:02:27.382005,Mw(mB),scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.4,5.6146,2022-09-27T00:02:27.488646,0.3826
2022-09-27 00:02:27.382094,mb,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3435,5.2796,2022-09-27T00:02:27.488646,0.0476
2022-09-27 00:02:27.381207,ML,scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2324,5.9275,2022-09-27T00:02:27.488646,0.6955
2022-09-27 00:02:27.381296,MLv,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2312,5.4879,2022-09-27T00:02:27.488646,0.2559
2022-09-27 00:02:27.381372,Mjma,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1934,4.8731,2022-09-27T00:02:27.488646,0.3589
2022-09-27 00:02:27.381882,mB,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3817,5.9958,2022-09-27T00:02:27.488646,0.7638
2022-09-27 00:02:27.382005,Mw(mB),scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.4,5.6146,2022-09-27T00:02:27.488646,0.3826
2022-09-27 00:02:27.382094,mb,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3435,5.2796,2022-09-27T00:02:27.488646,0.0476
2022-09-27 00:02:27.381207,ML,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2815,5.8351,2022-09-27T00:02:27.488646,0.6031
2022-09-27 00:02:27.381296,MLv,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2312,5.4879,2022-09-27T00:02:27.488646,0.2559
2022-09-27 00:02:27.381372,Mjma,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1934,4.8731,2022-09-27T00:02:27.488646,0.3589
2022-09-27 00:02:27.381882,mB,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3817,5.9958,2022-09-27T00:02:27.488646,0.7638
2022-09-27 00:02:27.382005,Mw(mB),scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.4,5.6146,2022-09-27T00:02:27.488646,0.3826
2022-09-27 00:02:27.382094,mb,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3435,5.2796,2022-09-27T00:02:27.488646,0.0476
2022-09-27 00:02:27.381207,ML,scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2378,5.8468,2022-09-27T00:02:27.488646,0.6148
2022-09-27 00:02:27.381296,MLv,scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1936,5.4762,2022-09-27T00:02:27.488646,0.2442
2022-09-27 00:02:27.381372,Mjma,scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1906,4.8318,2022-09-27T00:02:27.488646,0.4002
2022-09-27 00:02:27.381882,mB,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3817,5.9958,2022-09-27T00:02:27.488646,0.7638
2022-09-27 00:02:27.382005,Mw(mB),scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.4,5.6146,2022-09-27T00:02:27.488646,0.3826
2022-09-27 00:02:27.382094,mb,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3435,5.2796,2022-09-27T00:02:27.488646,0.0476
2022-09-27 00:02:27.381207,ML,scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2378,5.8468,2022-09-27T00:02:27.488646,0.6148
2022-09-27 00:02:27.381296,MLv,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2489,5.4076,2022-09-27T00:02:27.488646,0.1756
2022-09-27 00:02:27.381372,Mjma,scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1906,4.8318,2022-09-27T00:02:27.488646,0.4002
2022-09-27 00:02:27.381882,mB,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3817,5.9958,2022-09-27T00:02:27.488646,0.7638
2022-09-27 00:02:27.382005,Mw(mB),scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.4,5.6146,2022-09-27T00:02:27.488646,0.3826
2022-09-27 00:02:27.382094,mb,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3435,5.2796,2022-09-27T00:02:27.488646,0.0476
2022-09-27 00:02:27.381207,ML,scmag@sc3prim,8,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2499,5.7757,2022-09-27T00:02:27.488646,0.5437
2022-09-27 00:02:27.381296,MLv,scmag@sc3prim,8,igepn2022sxmj,2022-09-27T00:01:22.225247,0.267,5.3548,2022-09-27T00:02:27.488646,0.1228
2022-09-27 00:02:27.381372,Mjma,scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1906,4.8318,2022-09-27T00:02:27.488646,0.4002
2022-09-27 00:02:27.381882,mB,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3817,5.9958,2022-09-27T00:02:27.488646,0.7638
2022-09-27 00:02:27.382005,Mw(mB),scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.4,5.6146,2022-09-27T00:02:27.488646,0.3826
2022-09-27 00:02:27.382094,mb,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3435,5.2796,2022-09-27T00:02:27.488646,0.0476
2022-09-27 00:02:27.381207,ML,scmag@sc3prim,8,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2499,5.7757,2022-09-27T00:02:27.488646,0.5437
2022-09-27 00:02:27.381296,MLv,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2626,5.3194,2022-09-27T00:02:27.488646,0.0874
2022-09-27 00:02:27.381372,Mjma,scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1906,4.8318,2022-09-27T00:02:27.488646,0.4002
2022-09-27 00:02:27.381882,mB,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3817,5.9958,2022-09-27T00:02:27.488646,0.7638
2022-09-27 00:02:27.382005,Mw(mB),scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.4,5.6146,2022-09-27T00:02:27.488646,0.3826
2022-09-27 00:02:27.382094,mb,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3435,5.2796,2022-09-27T00:02:27.488646,0.0476
2022-09-27 00:02:27.381207,ML,scmag@sc3prim,8,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2499,5.7757,2022-09-27T00:02:27.488646,0.5437
2022-09-27 00:02:27.381296,MLv,scmag@sc3prim,10,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2684,5.2783,2022-09-27T00:02:27.488646,0.0463
2022-09-27 00:02:27.381372,Mjma,scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1906,4.8318,2022-09-27T00:02:27.488646,0.4002
2022-09-27 00:02:27.381882,mB,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3817,5.9958,2022-09-27T00:02:27.488646,0.7638
2022-09-27 00:02:27.382005,Mw(mB),scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.4,5.6146,2022-09-27T00:02:27.488646,0.3826
2022-09-27 00:02:27.382094,mb,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3435,5.2796,2022-09-27T00:02:27.488646,0.0476
2022-09-27 00:02:27.381207,ML,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2809,5.7193,2022-09-27T00:02:27.488646,0.4873
2022-09-27 00:02:27.381296,MLv,scmag@sc3prim,10,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2684,5.2783,2022-09-27T00:02:27.488646,0.0463
2022-09-27 00:02:27.381372,Mjma,scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1906,4.8318,2022-09-27T00:02:27.488646,0.4002
2022-09-27 00:02:27.381882,mB,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3817,5.9958,2022-09-27T00:02:27.488646,0.7638
2022-09-27 00:02:27.382005,Mw(mB),scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.4,5.6146,2022-09-27T00:02:27.488646,0.3826
2022-09-27 00:02:27.382094,mb,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3435,5.2796,2022-09-27T00:02:27.488646,0.0476
2022-09-27 00:02:27.381207,ML,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2809,5.7193,2022-09-27T00:05:59.139110,0.4873
2022-09-27 00:02:27.381296,MLv,scmag@sc3prim,10,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2684,5.2783,2022-09-27T00:05:59.139110,0.0463
2022-09-27 00:02:27.381372,Mjma,scmag@sc3prim,6,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1906,4.8318,2022-09-27T00:05:59.139110,0.4002
2022-09-27 00:02:27.381882,mB,scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3817,5.9958,2022-09-27T00:05:59.139110,0.7638
2022-09-27 00:02:27.382005,Mw(mB),scmag@sc3prim,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.4,5.6146,2022-09-27T00:05:59.139110,0.3826
2022-09-27 00:02:27.382094,mb,scmag@sc3prim,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.3435,5.2796,2022-09-27T00:05:59.139110,0.0476
2022-09-27 00:05:55.839815,Mjma,mmejia@sc-gui.igepn.edu.ec,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1604,3.9141,2022-09-27T00:06:06.642141,1.3179
2022-09-27 00:05:55.842626,ML,mmejia@sc-gui.igepn.edu.ec,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2786,4.3824,2022-09-27T00:06:06.642141,0.8496
2022-09-27 00:05:55.852049,MLv,mmejia@sc-gui.igepn.edu.ec,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.141,3.958,2022-09-27T00:06:06.642141,1.274
2022-09-27 00:05:55.856137,Ms(BB),mmejia@sc-gui.igepn.edu.ec,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1914,3.96,2022-09-27T00:06:06.642141,1.272
2022-09-27 00:05:55.839815,Mjma,mmejia@sc-gui.igepn.edu.ec,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1604,3.9141,2022-09-27T00:06:06.644780,1.3179
2022-09-27 00:05:55.842626,ML,mmejia@sc-gui.igepn.edu.ec,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.2786,4.3824,2022-09-27T00:06:06.644780,0.8496
2022-09-27 00:05:55.852049,MLv,mmejia@sc-gui.igepn.edu.ec,9,igepn2022sxmj,2022-09-27T00:01:22.225247,0.141,3.958,2022-09-27T00:06:06.644780,1.274
2022-09-27 00:05:55.856137,Ms(BB),mmejia@sc-gui.igepn.edu.ec,7,igepn2022sxmj,2022-09-27T00:01:22.225247,0.1914,3.96,2022-09-27T00:06:06.644780,1.272
