"Time","latitude","lat_error","longitude","lon_error","depth_km","depth_error","mag_val","rms","event_id","earthquake_name","event_type","evaluationStatus","creationInfo_author","creation_time","quality_usedPhaseCount","picks_mean"
1678414709.0000,0.7963,0.4243,-77.9357,0.4243,-1.6800,0.3000,2.7726,0.1700,igepn2023euaw,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 21:18:29,20.0000,8.0000
1678414582.0000,0.8038,0.2121,-77.9272,0.2121,-1.0000,0.4000,1.9943,0.0400,igepn2023euav,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 21:16:22,11.0000,6.0000
1678414484.0000,0.7938,0.4243,-77.9247,0.4243,-1.8000,0.4000,2.5310,0.1500,igepn2023euat,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 21:14:44,16.0000,6.0000
1678414340.0000,0.7962,0.7778,-77.9338,0.7778,-2.7600,0.6000,2.1056,0.1100,igepn2023euar,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 21:12:20,13.0000,7.0000
1678414064.0000,0.7828,0.5657,-77.9358,0.5657,-1.7400,0.6000,2.4867,0.2300,igepn2023euan,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 21:07:44,22.0000,10.0000
1678413859.0000,0.7720,0.4950,-77.9327,0.4950,-2.0000,0.5000,2.7198,0.1300,igepn2023euak,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 21:04:19,16.0000,7.0000
1678413685.0000,0.7898,0.4243,-77.9275,0.4243,-1.0000,0.4000,2.3129,0.1600,igepn2023euai,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 21:01:25,18.0000,8.0000
1678413569.0000,0.7923,0.4243,-77.9250,0.4243,-2.0000,0.4000,2.2981,0.1400,igepn2023euag,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:59:29,16.0000,7.0000
1678413436.0000,0.8030,0.0707,-77.9312,0.0707,0.2000,0.1000,1.6462,0.0300,igepn2023euae,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:57:16,12.0000,5.0000
1678413435.0000,0.7908,0.6364,-77.9283,0.6364,-2.0000,0.6000,1.5666,0.1600,igepn2023euaf,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:57:15,13.0000,6.0000
1678413070.0000,0.8060,1.9536,-77.9292,1.6484,-1.3507,1.6912,2.5140,0.6758,igepn2023etzz,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:51:10,23.0000,15.0000
1678413043.0000,0.7958,0.4950,-77.9312,0.4950,-2.4800,0.4000,2.2244,0.1400,igepn2023etzy,VT,volcanic eruption,reviewed,acordova,2023-03-09 20:50:43,18.0000,7.0000
1678412835.0000,0.8007,0.2121,-77.9300,0.2121,-0.1800,0.3000,2.2877,0.0700,igepn2023etzw,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:47:15,13.0000,6.0000
1678412703.0000,0.7912,0.4950,-77.9343,0.4950,-1.5900,0.4000,2.0329,0.1500,igepn2023etzu,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:45:03,15.0000,6.0000
1678412411.0000,0.7943,0.3536,-77.9255,0.3536,-1.5900,0.3000,2.3054,0.1500,igepn2023etzq,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:40:11,19.0000,8.0000
1678412202.0000,0.7970,0.4243,-77.9302,0.4243,-1.3300,0.3000,2.7510,0.1600,igepn2023etzn,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:36:42,21.0000,8.0000
1678412158.0000,0.7890,0.4950,-77.9322,0.4950,-1.7100,0.3000,2.2818,0.1500,igepn2023etzm,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:35:58,17.0000,7.0000
1678412065.0000,0.8085,0.1414,-77.9312,0.1414,0.1400,0.1000,2.7938,0.0400,igepn2023etzl,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:34:25,14.0000,6.0000
1678411973.0000,0.7670,0.8485,-77.9308,0.8485,-1.5800,1.2000,2.4743,0.2000,igepn2023etzd,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:32:53,12.0000,6.0000
1678411795.0000,0.7920,0.5657,-77.9308,0.5657,-1.6200,0.5000,2.2893,0.1700,igepn2023etzi,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:29:55,15.0000,7.0000
1678411639.0000,0.7995,0.1414,-77.9243,0.1414,-0.8900,0.2000,1.9927,0.0300,igepn2023etze,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:27:19,12.0000,7.0000
1678411344.0000,0.7998,0.4243,-77.9335,0.4243,-1.5600,0.3000,2.4011,0.1600,igepn2023etza,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:22:24,19.0000,7.0000
1678411284.0000,0.7708,0.4950,-77.9303,0.4950,-1.9700,0.4000,2.0016,0.1300,igepn2023etyw,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:21:24,15.0000,7.0000
1678411007.0000,0.7975,0.4950,-77.9322,0.4950,-1.5500,0.5000,2.1354,0.1700,igepn2023etyx,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:16:47,17.0000,6.0000
1678410938.0000,0.7892,0.5657,-77.9192,0.5657,-1.4200,0.7000,2.2182,0.1900,igepn2023etyv,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:15:38,17.0000,8.0000
1678410898.0000,0.7915,0.4243,-77.9307,0.4243,-2.0000,0.4000,1.9749,0.1100,igepn2023etyt,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:14:58,15.0000,6.0000
1678410655.0000,0.7920,0.3536,-77.9320,0.3536,-1.9300,0.3000,2.4802,0.1500,igepn2023etyq,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:10:55,30.0000,12.0000
1678410501.0000,0.7943,0.2828,-77.9290,0.2828,-0.9400,0.2000,2.1572,0.0900,igepn2023etyo,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:08:21,16.0000,7.0000
1678410212.0000,0.8038,0.1414,-77.9248,0.1414,-0.6500,0.2000,2.5134,0.0600,igepn2023etyk,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 20:03:32,15.0000,7.0000
1678409876.0000,0.7808,0.5657,-77.9382,0.5657,-2.0000,0.5000,2.4353,0.2200,igepn2023etyf,VT,volcanic eruption,reviewed,pcruz@srvmonscpf,2023-03-09 19:57:56,19.0000,10.0000
1678409827.0000,0.7778,0.9899,-77.9350,0.9899,-4.0000,1.1000,1.9525,0.1700,igepn2023etyc,VT,volcanic eruption,reviewed,pcruz@srvmonscpf,2023-03-09 19:57:07,13.0000,7.0000
1678409598.0000,0.7770,0.2828,-77.9497,0.2828,-3.0000,1.1000,2.5315,0.1500,igepn2023etyb,VT,volcanic eruption,reviewed,pcruz@srvmonscpf,2023-03-09 19:53:18,20.0000,8.0000
1678409337.0000,0.7952,0.4243,-77.9272,0.4243,-2.0000,0.5000,1.9113,0.1300,igepn2023etxy,VT,volcanic eruption,reviewed,lgusqui@srvmonscpf,2023-03-09 19:48:57,16.0000,6.0000
1678408614.0000,0.7838,0.6364,-77.9247,0.6364,-2.0000,0.7000,2.1298,0.2000,igepn2023etxn,VT,volcanic eruption,reviewed,pcruz@srvmonscpf,2023-03-09 19:36:54,15.0000,7.0000
1678408246.0000,0.7762,0.4950,-77.9395,0.4950,-2.0000,0.5000,2.7508,0.1800,igepn2023etxi,VT,volcanic eruption,reviewed,pcruz@srvmonscpf,2023-03-09 19:30:46,23.0000,9.0000
1678407898.0000,0.8008,0.2121,-77.9285,0.2121,-0.7700,0.3000,1.9646,0.0600,igepn2023etxa,VT,volcanic eruption,reviewed,pcruz@srvmonscpf,2023-03-09 19:24:58,16.0000,6.0000
1678407782.0000,0.7730,0.4950,-77.9343,0.4950,-1.7900,0.6000,2.4937,0.1900,igepn2023etxb,VT,volcanic eruption,reviewed,pcruz@srvmonscpf,2023-03-09 19:23:02,21.0000,9.0000
1678407413.0000,0.7745,0.7071,-77.9325,0.7071,-2.1200,0.9000,2.4698,0.2000,igepn2023etww,VT,volcanic eruption,reviewed,pcruz@srvmonscpf,2023-03-09 19:16:53,17.0000,7.0000
1678407330.0000,0.7953,0.8485,-77.9252,0.8485,-2.0000,1.2000,1.9993,0.2900,igepn2023etwv,VT,volcanic eruption,reviewed,pcruz@srvmonscpf,2023-03-09 19:15:30,16.0000,7.0000
1678407195.0000,0.7908,0.4243,-77.9318,0.4243,-2.0000,0.3000,2.8076,0.1800,igepn2023etwt,VT,volcanic eruption,reviewed,pcruz@srvmonscpf,2023-03-09 19:13:15,25.0000,13.0000
1678407070.0000,0.8008,0.3536,-77.9308,0.3536,-1.0700,0.5000,1.5557,0.0800,igepn2023etwr, VT,volcanic eruption,reviewed,pcruz@srvmonscpf,2023-03-09 19:11:10,12.0000,6.0000
1678406852.0000,0.7668,0.5657,-77.9358,0.5657,-2.0000,0.8000,2.2560,0.1500,igepn2023etwo,VT,volcanic eruption,reviewed,pcruz@srvmonscpf,2023-03-09 19:07:32,17.0000,8.0000
1678406811.0000,0.7947,0.4243,-77.9300,0.4243,-2.0000,0.4000,2.1404,0.1300,igepn2023etwn,VT,volcanic eruption,reviewed,acordova,2023-03-09 19:06:51,21.0000,7.0000
1678406591.0000,0.7707,0.7778,-77.9300,0.7778,-4.0000,0.9000,1.6505,0.1400,igepn2023etwk,VT,volcanic eruption,reviewed,pcruz@srvmonscpf,2023-03-09 19:03:11,15.0000,6.0000
1678406319.0000,0.8038,0.2828,-77.9223,0.2828,-0.9300,0.3000,2.3441,0.1300,igepn2023etwg,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:58:39,21.0000,8.0000
1678406147.0000,0.7910,0.4243,-77.9308,0.4243,-1.9400,0.3000,2.3835,0.1800,igepn2023etwe,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:55:47,30.0000,11.0000
1678405912.0000,0.7910,0.2828,-77.9227,0.2828,-1.0000,0.3000,2.4292,0.1300,igepn2023etwb,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:51:52,22.0000,9.0000
1678405842.0000,0.7883,0.4950,-77.9297,0.4950,-1.3300,0.4000,2.3755,0.2100,igepn2023etwa,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:50:42,22.0000,9.0000
1678405752.0000,0.7788,0.8485,-77.9415,0.8485,-4.0000,1.1000,1.5445,0.1900,igepn2023etvy,VT,volcanic eruption,reviewed,pcruz@srvmonscpf,2023-03-09 18:49:12,15.0000,6.0000
1678405466.0000,0.7923,0.4243,-77.9255,0.4243,-1.0000,0.4000,2.2924,0.1600,igepn2023etvv,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:44:26,19.0000,6.0000
1678405424.0000,0.8038,0.2121,-77.9270,0.2121,-0.3600,0.3000,1.8800,0.0500,igepn2023etvu,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:43:44,13.0000,7.0000
1678405268.0000,0.8038,0.1414,-77.9288,0.1414,-0.3700,0.2000,2.2232,0.0500,igepn2023etvr,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:41:08,16.0000,7.0000
1678405091.0000,0.7887,0.3536,-77.9297,0.3536,-1.5100,0.3000,2.5634,0.1300,igepn2023etvp,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:38:11,20.0000,8.0000
1678404965.0000,0.7917,0.4243,-77.9253,0.4243,-1.6000,0.3000,2.3419,0.1600,igepn2023etvh,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:36:05,22.0000,9.0000
1678404776.0000,0.8003,0.4950,-77.9313,0.4950,-2.0000,0.5000,2.2801,0.1900,igepn2023etvk,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:32:56,19.0000,7.0000
1678404682.0000,0.7915,0.5657,-77.9273,0.5657,-1.7300,0.5000,1.9636,0.1600,igepn2023etvj,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:31:22,17.0000,7.0000
1678404509.0000,0.7912,0.4950,-77.9252,0.4950,-2.0000,0.5000,2.4057,0.1400,igepn2023etvg,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:28:29,16.0000,7.0000
1678404028.0000,0.7988,0.2828,-77.9300,0.2828,-2.6600,0.3000,2.0533,0.0800,igepn2023etux,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:20:28,18.0000,7.0000
1678403805.0000,0.8033,0.2121,-77.9297,0.2121,-0.2200,0.3000,2.4363,0.0800,igepn2023etus,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:16:45,19.0000,7.0000
1678403667.0000,0.7860,0.5657,-77.9257,0.5657,-1.4300,0.6000,2.1452,0.1600,igepn2023etuv,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:14:27,18.0000,8.0000
1678403313.0000,0.7892,0.4950,-77.9252,0.4950,-2.0000,0.5000,2.5627,0.1500,igepn2023etup,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:08:33,18.0000,7.0000
1678403114.0000,0.8028,0.2121,-77.9238,0.2121,-0.5700,0.3000,2.2213,0.0700,igepn2023etun,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:05:14,17.0000,7.0000
1678402967.0000,0.8038,0.1414,-77.9290,0.1414,-0.1000,0.2000,1.6303,0.0500,igepn2023etuk,VT,volcanic eruption,reviewed,acordova,2023-03-09 18:02:47,16.0000,7.0000
1678402374.0000,0.7995,0.3536,-77.9248,0.3536,-0.5800,0.6000,1.9656,0.0900,igepn2023etuc,VT,volcanic eruption,reviewed,acordova,2023-03-09 17:52:54,13.0000,6.0000
1678402145.0000,0.7893,0.4243,-77.9302,0.4243,-1.4700,0.3000,2.2291,0.1700,igepn2023ettz,VT,volcanic eruption,reviewed,acordova,2023-03-09 17:49:05,22.0000,7.0000
1678402071.0000,0.7918,0.4243,-77.9233,0.4243,-2.0000,0.4000,2.2004,0.1500,igepn2023etty,VT,volcanic eruption,reviewed,acordova,2023-03-09 17:47:51,18.0000,6.0000
1678402008.0000,0.8038,0.1414,-77.9270,0.1414,-0.3800,0.3000,1.7290,0.0500,igepn2023ettx,VT,volcanic eruption,reviewed,acordova,2023-03-09 17:46:48,14.0000,7.0000
1678401852.0000,0.7990,0.2121,-77.9288,0.2121,-0.5900,0.3000,1.5588,0.0600,igepn2023ettv,VT,volcanic eruption,reviewed,acordova,2023-03-09 17:44:12,16.0000,7.0000
1678401783.0000,0.7928,0.7071,-77.9248,0.7071,-2.0000,0.7000,1.7772,0.1800,igepn2023ettu,VT,volcanic eruption,reviewed,acordova,2023-03-09 17:43:03,14.0000,6.0000
1678401726.0000,0.7947,0.4950,-77.9212,0.4950,-1.9000,0.6000,1.3596,0.1300,igepn2023ettt,VT,volcanic eruption,reviewed,acordova,2023-03-09 17:42:06,14.0000,7.0000
1678401556.0000,0.8038,0.4950,-77.9297,0.4950,1.5000,1.2000,1.2227,0.1100,igepn2023ettq,VT,volcanic eruption,reviewed,acordova,2023-03-09 17:39:16,10.0000,6.0000
1678401413.0000,0.8012,0.2121,-77.9278,0.2121,-0.1900,0.3000,1.7386,0.1000,igepn2023ettn,VT,volcanic eruption,reviewed,acordova,2023-03-09 17:36:53,19.0000,6.0000
1678400787.0000,0.7878,0.5657,-77.9293,0.5657,-1.6100,0.5000,1.4389,0.2100,igepn2023ettf,VT,volcanic eruption,reviewed,acordova,2023-03-09 17:26:27,18.0000,6.0000
1678400551.0000,0.7918,0.3536,-77.9248,0.3536,-2.0000,0.4000,2.1594,0.1400,igepn2023ettc,VT,volcanic eruption,reviewed,acordova,2023-03-09 17:22:31,19.0000,6.0000
1678400512.0000,0.8043,0.2828,-77.9252,0.2828,-0.5800,0.5000,1.5118,0.0800,igepn2023ettb,VT,volcanic eruption,reviewed,acordova,2023-03-09 17:21:52,15.0000,6.0000
1678399743.0000,0.7915,0.4243,-77.9262,0.4243,-1.6400,0.4000,1.8792,0.1800,igepn2023etsq,VT,volcanic eruption,reviewed,acordova,2023-03-09 17:09:03,20.0000,7.0000
1678399571.0000,0.7902,0.4243,-77.9267,0.4243,-1.5500,0.4000,1.8757,0.1800,igepn2023etso,VT,volcanic eruption,reviewed,acordova,2023-03-09 17:06:11,20.0000,6.0000
1678399353.0000,0.8068,0.1414,-77.9250,0.1414,-0.0600,0.3000,1.5877,0.0700,igepn2023etsl,VT,volcanic eruption,reviewed,acordova,2023-03-09 17:02:33,14.0000,6.0000
1678399305.0000,0.7998,0.2121,-77.9230,0.2121,-0.4800,0.4000,1.2555,0.0700,igepn2023etsh,VT,volcanic eruption,reviewed,acordova,2023-03-09 17:01:45,15.0000,6.0000
1678399050.0000,0.8043,0.2121,-77.9235,0.2121,-1.0000,0.5000,1.3523,0.0600,igepn2023etsi,VT,volcanic eruption,reviewed,acordova,2023-03-09 16:57:30,12.0000,6.0000
1678398691.0000,0.7917,0.3536,-77.9332,0.3536,-0.4100,0.4000,0.6568,0.0700,igepn2023etsb,VT,volcanic eruption,reviewed,acordova,2023-03-09 16:51:31,12.0000,5.0000
1678398531.0000,0.7932,0.2828,-77.9337,0.2828,-1.0000,0.4000,1.0847,0.1000,igepn2023etrz,VT,volcanic eruption,reviewed,acordova,2023-03-09 16:48:51,14.0000,6.0000
1678397792.0000,0.7938,0.2828,-77.9325,0.2828,-0.9300,0.4000,0.7917,0.0800,igepn2023etrp,VT,volcanic eruption,reviewed,acordova,2023-03-09 16:36:32,14.0000,6.0000
1678397708.0000,0.8047,0.1414,-77.9268,0.1414,-1.0100,0.2000,0.7869,0.0200,igepn2023etrn,VT,volcanic eruption,reviewed,acordova,2023-03-09 16:35:08,11.0000,5.0000
1678397497.0000,0.7905,0.3536,-77.9302,0.3536,0.0000,0.5000,0.7890,0.1100,igepn2023etrk,VT,volcanic eruption,reviewed,acordova,2023-03-09 16:31:37,14.0000,6.0000
1678397128.0000,0.7938,0.3536,-77.9332,0.3536,-0.5400,0.5000,0.7606,0.0800,igepn2023etrf,VT,volcanic eruption,reviewed,acordova,2023-03-09 16:25:28,12.0000,6.0000
1678396994.0000,0.7938,0.2828,-77.9337,0.2828,0.0000,0.3000,0.6534,0.0600,igepn2023etrd,VT,volcanic eruption,reviewed,acordova,2023-03-09 16:23:14,11.0000,5.0000
1678396761.0000,0.7907,0.2121,-77.9327,0.2121,-0.8200,0.3000,0.9909,0.0500,igepn2023etra,VT,volcanic eruption,reviewed,acordova,2023-03-09 16:19:21,14.0000,6.0000
1678396537.0000,0.7938,0.4243,-77.9313,0.4243,-0.2600,0.5000,0.6636,0.1000,igepn2023etqx,VT,volcanic eruption,reviewed,acordova,2023-03-09 16:15:37,12.0000,5.0000
1678396372.0000,0.7938,0.2121,-77.9337,0.2121,-0.5200,0.3000,0.7695,0.0500,igepn2023etqq,VT,volcanic eruption,reviewed,acordova,2023-03-09 16:12:52,12.0000,5.0000
1678396006.0000,0.7938,0.2828,-77.9350,0.2828,-0.7200,0.3000,0.7357,0.0500,igepn2023etqp,VT,volcanic eruption,reviewed,acordova,2023-03-09 16:06:46,12.0000,5.0000
1678395736.0000,0.7903,0.2828,-77.9310,0.2828,-0.7200,0.4000,1.0509,0.0700,igepn2023etql,VT,volcanic eruption,reviewed,acordova,2023-03-09 16:02:16,13.0000,6.0000
1678395137.0000,0.7938,0.2121,-77.9345,0.2121,-0.4400,0.2000,0.6931,0.0400,igepn2023etqc,VT,volcanic eruption,reviewed,acordova,2023-03-09 15:52:17,11.0000,5.0000
1678394996.0000,0.7887,0.3536,-77.9342,0.3536,-0.5600,0.4000,0.4588,0.0600,igepn2023etqb,VT,volcanic eruption,reviewed,acordova,2023-03-09 15:49:56,11.0000,5.0000
1678394731.0000,0.7938,0.2828,-77.9340,0.2828,-0.6500,0.4000,0.7104,0.0500,igepn2023etpx,VT,volcanic eruption,reviewed,acordova,2023-03-09 15:45:31,11.0000,5.0000
1678393849.0000,0.7967,0.4950,-77.9352,0.4950,0.0000,0.6000,0.5006,0.0900,igepn2023etpk,VT,volcanic eruption,reviewed,acordova,2023-03-09 15:30:49,11.0000,5.0000
1678391926.0000,0.7945,0.2121,-77.9235,0.2121,-1.0000,0.4000,0.3991,0.0500,igepn2023etoj,VT,volcanic eruption,reviewed,acordova,2023-03-09 14:58:46,11.0000,5.0000
1678391260.0000,0.7995,0.2828,-77.9302,0.2828,-0.4300,0.4000,0.8652,0.0700,igepn2023etnz,VT,volcanic eruption,reviewed,acordova,2023-03-09 14:47:40,12.0000,5.0000
1678391068.0000,0.8025,0.2828,-77.9293,0.2828,-0.3800,0.4000,0.9662,0.0500,igepn2023etnw,VT,volcanic eruption,reviewed,acordova,2023-03-09 14:44:28,11.0000,5.0000
1678390755.0000,0.8015,0.1414,-77.9303,0.1414,-0.6000,0.3000,1.5905,0.0300,igepn2023etns,VT,volcanic eruption,reviewed,acordova,2023-03-09 14:39:15,12.0000,5.0000
1678389114.0000,0.7997,0.2121,-77.9312,0.2121,-0.4400,0.2000,0.2140,0.0400,igepn2023etmv,VT,volcanic eruption,reviewed,acordova,2023-03-09 14:11:54,9.0000,4.0000
1678388610.0000,0.8030,0.2121,-77.9303,0.2121,-0.2800,0.3000,0.5618,0.0300,igepn2023etmn,VT,volcanic eruption,reviewed,acordova,2023-03-09 14:03:30,9.0000,4.0000
1678381504.0000,0.7995,0.2121,-77.9325,0.2121,-0.5200,0.4000,0.9736,0.0500,igepn2023etiq,VT,volcanic eruption,reviewed,acordova,2023-03-09 12:05:04,12.0000,5.0000
1678381113.0000,0.7995,0.1414,-77.9317,0.1414,-0.4500,0.3000,1.2561,0.0400,igepn2023etik,VT,volcanic eruption,reviewed,acordova,2023-03-09 11:58:33,12.0000,5.0000
1678379468.0000,0.7988,0.2828,-77.9302,0.2828,0.0000,0.4000,0.9466,0.0700,igepn2023ethn,VT,volcanic eruption,reviewed,acordova,2023-03-09 11:31:08,10.0000,5.0000
1678378655.0000,0.8005,0.2121,-77.9320,0.2121,-0.7300,0.3000,0.5844,0.0400,igepn2023ethb,VT,volcanic eruption,reviewed,acordova,2023-03-09 11:17:35,11.0000,5.0000
1678377773.0000,0.7987,0.2121,-77.9290,0.2121,-0.2500,0.3000,1.7406,0.0600,igepn2023etgo,VT,volcanic eruption,reviewed,acordova,2023-03-09 11:02:53,15.0000,6.0000
1678377372.0000,0.7985,0.2121,-77.9292,0.2121,-0.6500,0.4000,0.9879,0.0500,igepn2023etgk,VT,volcanic eruption,reviewed,acordova,2023-03-09 10:56:12,12.0000,6.0000
1678377315.0000,0.7938,0.2828,-77.9295,0.2828,-0.6600,0.5000,1.0693,0.0600,igepn2023etgj,VT,volcanic eruption,reviewed,acordova,2023-03-09 10:55:15,10.0000,6.0000
1678377260.0000,0.8012,0.3536,-77.9310,0.3536,-1.0000,0.6000,0.1568,0.0700,igepn2023etgi,VT,volcanic eruption,reviewed,acordova,2023-03-09 10:54:20,11.0000,6.0000
1678377222.0000,0.8018,0.2828,-77.9328,0.2828,-0.3700,0.4000,0.3895,0.0500,igepn2023etgh,VT,volcanic eruption,reviewed,acordova,2023-03-09 10:53:42,9.0000,4.0000
1678376973.0000,0.8007,0.2828,-77.9290,0.2828,-0.8600,0.6000,0.9584,0.0700,igepn2023etgd,VT,volcanic eruption,reviewed,acordova,2023-03-09 10:49:33,13.0000,6.0000
1678376693.0000,0.7998,0.2121,-77.9323,0.2121,-0.5000,0.3000,0.5192,0.0500,igepn2023etfz,VT,volcanic eruption,reviewed,acordova,2023-03-09 10:44:53,12.0000,5.0000
1678374419.0000,0.7952,0.2828,-77.9332,0.2828,-0.6900,0.4000,1.6599,0.1000,igepn2023etes,VT,volcanic eruption,reviewed,acordova,2023-03-09 10:06:59,19.0000,6.0000
1678372404.0000,0.7970,0.2828,-77.9318,0.2828,-1.0000,0.4000,1.1200,0.0600,igepn2023etdq,VT,volcanic eruption,reviewed,acordova,2023-03-09 09:33:24,15.0000,7.0000
1678354417.0000,0.7960,0.2121,-77.9287,0.2121,-0.4100,0.3000,0.3822,0.0700,igepn2023estt,VT,volcanic eruption,reviewed,acordova,2023-03-09 04:33:37,14.0000,6.0000
1678345651.0000,0.8072,0.2828,-77.9327,0.2828,1.0000,0.8000,-0.2563,0.1000,igepn2023esox,VT,volcanic eruption,reviewed,acordova,2023-03-09 02:07:31,11.0000,6.0000
1678309888.0000,0.7968,0.1414,-77.9530,0.1414,1.2700,0.3000,1.0112,0.0600,igepn2023ervf,VT,volcanic eruption,reviewed,mmejia@srvmonscpf,2023-03-08 16:11:28,12.0000,5.0000
1678285649.0000,0.8118,0.2828,-77.9260,0.2828,1.0000,0.6000,-0.0724,0.0800,igepn2023erhx,VT,volcanic eruption,reviewed,jsanto@srvmonscpf,2023-03-08 09:27:29,10.0000,6.0000
1678261300.0000,0.7885,0.5657,-77.9498,0.5657,0.1200,0.3000,0.5713,0.0700,igepn2023equn,VT,volcanic eruption,reviewed,jsanto@srvmonscpf,2023-03-08 02:41:40,9.0000,6.0000
1678234243.0000,0.7938,0.1414,-77.9308,0.1414,-1.7600,0.4000,0.0600,0.0100,igepn2023eqfr,VLP,volcanic eruption,reviewed,evillarreal@srvmonscpf,2023-03-07 19:10:43,8.0000,5.0000
1678220191.0000,0.8000,0.2121,-77.9405,0.2121,1.2300,0.4000,0.1763,0.0700,igepn2023epxy,VT,volcanic eruption,reviewed,aojeda@srvmonscpf,2023-03-07 15:16:31,13.0000,6.0000
1678157152.0000,0.7630,1.6263,-77.9443,1.6263,-7.0000,1.8000,0.5629,0.1400,igepn2023eoph,VT,volcanic eruption,reviewed,eacosta@srvmonscpf,2023-03-06 21:45:52,10.0000,6.0000
1678150494.0000,0.8217,0.8485,-78.0095,0.8485,-0.3200,1.6000,1.4210,0.0900,igepn2023eolm,VT,volcanic eruption,reviewed,eacosta@srvmonscpf,2023-03-06 19:54:54,10.0000,6.0000
1678131800.0000,0.7642,1.5556,-77.9443,1.5556,-4.3500,2.2000,0.6761,0.1500,igepn2023eobi,VT,volcanic eruption,reviewed,aojeda@srvmonscpf,2023-03-06 14:43:20,9.0000,5.0000
1678114129.0000,0.7963,0.1414,-77.9372,0.1414,-0.3000,0.2000,0.0623,0.0400,igepn2023enrp,VT,volcanic eruption,reviewed,pcruz@srvmonscpv,2023-03-06 09:48:49,14.0000,6.0000
1678110222.0000,0.7938,0.9899,-77.9535,0.9899,0.0000,1.2000,-0.2796,0.1400,igepn2023enpn,VT,volcanic eruption,reviewed,pcruz@srvmonscpv,2023-03-06 08:43:42,8.0000,4.0000
1678105138.0000,0.7928,0.6364,-77.9245,0.6364,-1.0300,0.7000,0.1823,0.1000,igepn2023enmn,VT,volcanic eruption,reviewed,pcruz@srvmonscpv,2023-03-06 07:18:58,12.0000,7.0000
1678104007.0000,0.8038,0.3536,-77.9327,0.3536,-0.8200,0.3000,1.6598,0.1200,igepn2023enmb,VT,volcanic eruption,reviewed,pcruz@srvmonscpv,2023-03-06 07:00:07,19.0000,7.0000
1678097242.0000,0.7960,0.2828,-77.9483,0.2828,1.0000,0.4000,0.2186,0.0800,igepn2023enii,VT,volcanic eruption,reviewed,pcruz@srvmonscpv,2023-03-06 05:07:22,13.0000,6.0000
1677990976.0000,0.7900,0.4950,-77.9625,0.4950,-0.5100,0.7000,0.7460,0.1300,igepn2023elbx,VT,volcanic eruption,reviewed,vlema@srvmonscpv,2023-03-04 23:36:16,12.0000,7.0000
